latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
30.896309,75.83432,252.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°)
2018-11-13,18.3,25.0,13.1,18.4,25.6,11.9,10.7,18.7,348
2018-11-14,18.5,26.4,13.3,18.2,26.0,11.6,15.8,34.6,107
2018-11-15,17.6,24.6,12.4,17.3,23.5,12.3,11.0,25.2,333
2018-11-16,16.5,23.6,11.4,15.1,21.5,10.1,13.0,28.4,309
2018-11-17,16.6,24.0,10.9,15.7,22.6,9.8,9.0,22.3,313
2018-11-18,17.6,25.5,10.7,17.4,25.9,10.1,9.0,13.0,99
2018-11-19,19.0,26.2,13.9,18.9,26.3,13.1,9.4,22.7,106
2018-11-20,18.7,26.1,13.2,18.6,24.9,13.6,11.5,24.8,309
2018-11-21,17.1,25.3,11.2,16.1,23.7,10.0,11.1,23.8,308
2018-11-22,17.2,25.2,10.1,16.6,25.1,9.1,11.6,14.0,323
2018-11-23,16.8,24.4,10.6,15.3,22.1,9.6,15.0,31.0,307
2018-11-24,16.6,23.9,11.1,14.8,21.6,9.0,15.8,33.8,311
2018-11-25,16.5,24.5,8.5,16.0,24.0,7.1,8.1,14.0,139
2018-11-26,16.6,25.0,10.1,16.1,24.0,8.7,10.0,24.1,320
2018-11-27,17.1,24.5,11.4,17.2,24.4,10.8,7.9,16.6,124
2018-11-28,18.6,25.1,12.8,19.1,26.2,12.4,9.0,15.8,105
2018-11-29,17.0,24.2,11.6,16.7,23.6,11.1,10.1,24.5,302
2018-11-30,16.1,23.6,10.9,14.9,21.7,9.8,11.3,24.5,309
2018-12-01,16.3,23.6,10.0,15.1,21.7,8.1,9.0,19.8,286
2018-12-02,15.2,22.9,8.2,14.3,22.6,6.5,7.7,15.8,101
2018-12-03,15.6,22.8,10.4,14.8,21.7,9.3,9.5,20.2,307
2018-12-04,15.6,22.2,10.8,15.2,21.5,10.5,10.0,18.4,331
2018-12-05,15.1,21.5,10.6,14.8,21.1,10.6,9.7,19.4,333
2018-12-06,14.1,21.9,8.2,13.3,21.0,6.6,13.9,30.2,345
2018-12-07,13.9,21.5,8.6,12.8,20.3,6.8,10.0,20.5,310
2018-12-08,14.1,21.5,7.7,13.0,20.2,5.6,9.9,18.4,305
2018-12-09,14.1,20.9,8.4,13.2,20.0,7.0,9.9,18.0,308
2018-12-10,13.6,21.0,7.9,12.5,20.2,6.1,11.0,20.9,86
2018-12-11,14.4,20.9,9.6,13.6,20.4,8.8,10.1,17.6,60
2018-12-12,12.6,16.7,9.3,11.4,14.9,7.5,15.3,31.7,105
2018-12-13,12.0,18.0,7.4,10.9,17.0,5.9,9.4,15.5,318
2018-12-14,12.3,19.4,6.3,10.5,17.3,4.4,12.1,25.2,309
2018-12-15,12.2,19.6,7.2,10.4,17.5,5.0,11.1,22.7,305
2018-12-16,11.9,19.5,6.3,9.9,17.0,4.2,10.3,22.7,303
2018-12-17,11.5,19.4,6.2,9.5,17.1,3.8,10.7,24.5,303
2018-12-18,11.2,19.6,5.4,9.1,17.2,3.0,11.2,25.2,301
2018-12-19,11.5,20.2,4.9,9.7,18.8,2.5,10.1,17.6,289
2018-12-20,11.7,18.8,7.3,10.2,16.8,5.3,8.4,20.5,300
2018-12-21,10.7,18.8,5.4,8.7,16.9,3.0,11.0,20.9,302
2018-12-22,10.8,18.6,4.3,9.1,17.3,1.4,10.0,14.0,284
2018-12-23,10.3,18.6,3.8,8.3,16.9,0.9,9.5,21.6,98
2018-12-24,9.9,17.5,3.9,7.8,15.4,1.2,9.7,20.9,300
2018-12-25,9.7,17.8,4.4,7.2,14.8,1.9,11.5,25.2,303
2018-12-26,10.3,17.5,2.5,8.2,15.3,-0.7,10.8,15.1,298
2018-12-27,10.2,17.5,4.8,8.1,14.7,2.9,13.0,27.4,328
2018-12-28,9.6,16.5,4.3,7.1,13.3,1.8,11.6,25.6,307
2018-12-29,9.8,17.7,2.1,7.4,15.0,-1.3,10.8,25.2,309
2018-12-30,11.0,18.4,3.4,9.5,17.0,0.8,8.7,14.0,88
2018-12-31,11.0,18.6,4.1,9.1,16.0,1.3,12.5,27.0,302
2019-01-01,10.6,17.5,4.3,9.1,16.5,1.6,9.0,15.1,302
2019-01-02,12.1,19.0,6.8,10.8,18.6,4.7,10.0,23.4,71
2019-01-03,11.3,18.7,6.4,9.4,16.2,4.5,12.6,27.0,302
2019-01-04,10.3,17.5,4.7,8.4,15.6,2.2,10.7,21.6,299
2019-01-05,11.2,18.1,6.3,9.5,16.0,4.2,12.6,25.9,71
2019-01-06,11.3,16.5,7.4,9.9,15.5,5.7,10.9,27.7,49
2019-01-07,10.4,17.8,5.3,8.5,16.0,2.9,9.7,19.8,307
2019-01-08,11.4,17.5,7.1,9.4,14.8,4.8,14.4,29.9,295
2019-01-09,10.5,17.8,5.6,8.2,15.3,3.1,12.4,27.7,297
2019-01-10,10.3,17.5,4.2,8.1,15.4,1.5,10.8,15.8,301
2019-01-11,11.6,18.4,6.6,10.0,17.2,4.6,9.4,17.6,56
2019-01-12,11.8,18.8,4.5,10.6,18.4,2.2,10.3,19.8,61
2019-01-13,12.1,18.1,7.3,10.4,16.2,5.1,12.0,23.0,345
2019-01-14,9.5,16.1,4.6,6.8,13.2,1.4,12.9,26.6,301
2019-01-15,9.1,16.5,3.8,6.5,13.7,1.0,10.7,23.0,296
2019-01-16,10.4,17.2,3.5,8.7,16.0,1.3,9.7,17.3,239
2019-01-17,10.1,18.0,4.1,8.4,16.6,1.5,9.2,19.8,301
2019-01-18,10.9,18.8,4.6,9.0,16.9,1.9,11.6,22.3,302
2019-01-19,12.7,20.5,7.7,11.3,18.7,6.1,10.3,22.3,294
2019-01-20,13.4,19.9,8.6,12.8,19.4,7.5,9.0,20.5,327
2019-01-21,12.1,15.2,9.4,11.3,16.1,8.0,21.5,41.4,81
2019-01-22,12.2,15.2,9.1,11.0,14.4,7.9,15.1,31.3,148
2019-01-23,11.1,16.6,6.6,9.9,15.5,4.7,12.0,23.0,117
2019-01-24,10.1,16.5,6.1,8.8,16.0,4.5,9.3,17.3,301
2019-01-25,9.1,15.4,5.1,7.2,14.0,2.4,10.0,13.7,298
2019-01-26,8.8,15.5,3.4,6.2,13.1,0.2,10.6,22.7,306
2019-01-27,8.7,15.4,4.2,6.1,12.8,1.3,11.5,24.8,300
2019-01-28,8.7,16.3,2.6,6.0,13.5,-0.9,13.5,26.6,304
2019-01-29,9.1,16.4,3.5,6.5,14.0,0.4,10.3,24.1,302
2019-01-30,10.1,14.7,6.0,8.0,13.2,3.4,13.1,23.8,316
2019-01-31,10.4,15.5,5.9,8.8,13.6,3.7,12.4,43.6,115
2019-02-01,11.6,16.4,7.8,10.3,14.8,5.8,12.6,28.8,91
2019-02-02,11.5,18.6,5.8,10.2,17.9,3.4,9.8,19.4,296
2019-02-03,12.4,20.3,6.8,11.2,19.7,5.0,9.9,20.9,296
2019-02-04,12.8,20.4,6.8,11.6,19.6,4.7,9.9,18.4,296
2019-02-05,14.0,19.8,8.8,13.5,19.2,7.4,9.1,17.6,123
2019-02-06,14.7,19.6,10.9,13.9,18.5,9.3,20.0,38.9,124
2019-02-07,13.3,16.2,9.9,11.5,14.7,9.0,29.7,59.0,142
2019-02-08,11.2,17.0,6.4,9.5,15.9,4.1,14.4,25.9,271
2019-02-09,10.7,17.5,5.9,8.8,16.0,3.5,11.6,25.2,304
2019-02-10,11.0,17.9,5.1,9.3,16.5,2.6,9.8,23.0,300
2019-02-11,12.6,18.9,8.1,11.2,17.6,6.4,9.4,22.3,302
2019-02-12,13.6,19.5,8.8,12.9,19.7,6.8,9.3,17.6,295
2019-02-13,14.2,20.8,9.1,14.1,21.2,8.1,8.2,16.9,248
2019-02-14,14.4,20.2,9.6,14.0,18.9,8.3,19.1,53.3,132
2019-02-15,15.1,19.5,11.0,15.0,19.5,10.8,11.2,23.0,120
2019-02-16,14.0,19.0,11.1,13.8,18.6,10.7,10.5,22.0,305
2019-02-17,12.7,17.9,9.2,11.3,16.1,7.7,11.8,24.1,301
2019-02-18,13.0,17.7,9.2,12.1,16.6,8.1,12.7,26.6,69
2019-02-19,14.2,19.8,9.3,13.7,19.8,8.1,9.6,20.9,68
2019-02-20,15.6,20.5,10.9,14.7,19.8,10.0,17.9,33.1,135
2019-02-21,16.9,21.4,13.8,16.1,22.2,11.5,24.8,48.2,127
2019-02-22,14.9,19.5,11.1,14.0,18.9,9.0,14.0,29.2,297
2019-02-23,12.9,19.4,8.1,11.2,17.9,6.1,15.1,31.7,297
2019-02-24,13.1,19.8,7.8,11.7,19.0,5.9,10.6,21.2,295
2019-02-25,13.2,20.5,6.6,12.0,20.5,4.1,10.6,16.2,109
2019-02-26,12.4,17.1,9.1,10.9,15.9,7.8,14.1,45.7,67
2019-02-27,11.4,15.8,8.3,10.2,15.6,7.1,9.5,28.1,109
2019-02-28,11.4,17.6,5.7,9.9,16.1,3.8,12.2,27.4,299
2019-03-01,13.2,19.5,6.3,11.6,18.8,4.1,10.9,23.0,332
2019-03-02,13.7,16.7,12.0,13.0,16.8,9.8,11.3,19.4,69
2019-03-03,14.6,20.1,10.6,14.4,21.4,9.7,9.2,21.2,27
2019-03-04,14.5,20.6,10.1,14.1,21.1,8.7,10.5,24.5,302
2019-03-05,14.5,20.2,9.6,13.8,20.4,8.2,9.4,23.0,293
2019-03-06,14.6,21.5,8.9,13.5,21.1,7.1,12.3,27.4,298
2019-03-07,15.2,22.1,8.4,14.3,22.0,6.3,12.6,19.8,325
2019-03-08,14.3,20.6,9.7,13.2,20.4,7.5,11.7,24.5,325
2019-03-09,14.8,22.0,9.2,13.9,21.8,7.5,12.3,25.9,299
2019-03-10,15.4,23.0,8.3,14.4,23.2,6.3,10.3,22.7,307
2019-03-11,15.0,19.9,10.6,13.9,18.9,9.1,17.8,37.1,125
2019-03-12,15.2,22.8,8.7,14.6,23.9,7.2,11.5,22.7,331
2019-03-13,14.6,20.3,9.4,14.1,20.2,8.0,8.9,16.2,337
2019-03-14,15.2,22.0,9.8,14.6,22.7,8.0,9.9,22.0,5
2019-03-15,15.5,22.5,9.1,14.8,22.8,8.2,12.0,25.9,305
2019-03-16,16.0,23.0,9.6,15.1,22.7,8.0,11.8,27.4,297
2019-03-17,18.1,24.4,12.6,17.4,24.5,11.0,10.4,24.8,291
2019-03-18,18.7,25.5,11.9,18.7,26.7,11.6,9.9,20.9,296
2019-03-19,19.5,26.4,12.9,19.7,28.2,12.0,12.7,22.0,23
2019-03-20,19.5,26.4,15.1,18.9,27.4,12.7,16.6,48.6,82
2019-03-21,18.7,27.1,12.1,18.2,28.1,10.6,10.2,19.4,322
2019-03-22,18.2,26.0,11.6,16.7,24.7,10.0,15.9,33.1,310
2019-03-23,17.9,25.6,12.1,16.7,24.7,10.1,25.5,53.6,321
2019-03-24,18.0,25.4,12.5,17.6,25.6,11.7,17.1,33.5,308
2019-03-25,18.1,25.0,13.9,18.4,26.5,13.6,9.8,23.8,323
2019-03-26,19.8,27.5,12.2,20.2,28.5,11.7,13.8,28.8,335
2019-03-27,21.9,29.6,13.9,23.0,30.9,13.3,11.2,24.5,324
2019-03-28,23.8,30.6,18.0,25.4,32.1,18.9,11.1,25.6,332
2019-03-29,24.3,31.8,17.5,25.6,33.5,18.5,11.0,24.1,316
2019-03-30,24.0,32.2,18.3,24.6,34.9,17.1,21.7,44.6,334
2019-03-31,22.5,30.3,16.7,21.5,28.9,16.2,18.7,38.2,311
2019-04-01,22.0,30.7,14.2,21.1,30.6,12.7,16.8,33.8,310
2019-04-02,22.8,31.4,13.7,22.4,31.6,12.7,12.8,20.2,316
2019-04-03,24.4,32.6,15.1,24.6,33.5,13.9,12.0,23.0,326
2019-04-04,25.3,33.7,16.6,26.4,36.1,16.4,11.5,19.8,31
2019-04-05,25.9,34.3,19.1,28.1,37.8,20.9,14.5,47.5,22
2019-04-06,24.7,34.2,18.5,26.7,37.6,20.0,13.8,42.8,47
2019-04-07,25.5,34.1,18.0,26.5,36.3,19.1,12.7,19.8,331
2019-04-08,22.8,27.0,18.8,24.0,29.1,20.0,20.6,44.3,70
2019-04-09,24.7,32.4,17.9,26.0,35.2,18.0,12.2,14.8,32
2019-04-10,26.5,34.8,19.5,27.3,37.1,19.3,16.0,32.0,352
2019-04-11,25.7,33.8,18.6,26.1,35.1,18.3,14.5,29.2,316
2019-04-12,25.9,32.5,20.3,26.2,34.6,19.7,13.6,28.8,327
2019-04-13,25.6,32.8,19.8,26.3,34.3,20.0,15.5,32.4,328
2019-04-14,26.1,34.2,19.0,26.7,35.4,19.7,21.5,40.7,324
2019-04-15,27.3,35.5,19.3,28.1,37.2,19.4,10.8,24.8,317
2019-04-16,23.7,29.6,19.2,24.0,29.8,18.4,23.4,52.6,119
2019-04-17,19.2,23.8,16.7,20.2,24.4,17.6,19.4,38.2,104
2019-04-18,20.3,26.4,14.9,21.8,29.4,15.6,11.0,25.2,354
2019-04-19,22.5,29.0,15.9,23.5,30.6,16.8,12.5,27.4,306
2019-04-20,24.3,30.6,17.5,25.5,33.1,17.7,10.3,18.7,316
2019-04-21,26.0,32.8,20.5,27.6,35.3,21.6,11.2,33.8,314
2019-04-22,27.2,34.9,19.1,28.6,36.5,19.8,13.8,28.1,316
2019-04-23,28.1,36.3,20.1,29.9,39.8,21.5,11.4,28.8,10
2019-04-24,29.2,37.1,21.6,30.5,41.4,22.2,17.1,35.3,61
2019-04-25,28.4,36.5,20.8,30.2,39.2,21.7,9.0,28.4,316
2019-04-26,28.5,36.9,21.7,29.1,37.8,22.5,18.2,36.0,313
2019-04-27,28.1,36.5,19.8,27.3,35.5,19.3,20.2,40.7,312
2019-04-28,28.6,37.8,19.6,27.5,36.2,19.0,20.3,40.3,312
2019-04-29,28.2,37.5,19.7,27.4,37.1,18.2,13.2,29.2,332
2019-04-30,29.9,38.8,21.5,28.3,38.9,20.2,27.5,53.6,32
2019-05-01,29.5,36.8,23.1,28.3,37.7,21.5,22.2,41.8,49
2019-05-02,28.3,34.7,21.7,27.4,34.7,20.2,16.6,38.9,80
2019-05-03,27.6,36.0,20.6,26.9,36.1,19.6,14.7,28.4,342
2019-05-04,27.0,34.7,18.8,25.7,33.6,17.4,15.8,32.4,303
2019-05-05,27.7,36.2,18.1,26.4,36.1,16.4,12.5,30.6,340
2019-05-06,29.2,37.1,21.4,28.0,36.2,19.6,13.6,28.4,307
2019-05-07,29.4,38.2,20.0,28.1,38.9,17.7,15.1,27.7,40
2019-05-08,30.8,39.0,21.1,29.4,39.0,19.1,15.8,32.8,330
2019-05-09,31.1,39.4,21.8,29.6,38.4,20.1,16.3,34.6,320
2019-05-10,31.2,38.5,23.4,30.6,38.8,22.0,21.8,42.5,283
2019-05-11,29.1,36.9,22.9,29.3,38.9,22.1,19.6,46.1,216
2019-05-12,28.2,36.0,21.2,29.1,37.7,22.0,10.4,33.5,297
2019-05-13,29.4,36.5,21.8,29.8,38.4,22.7,16.8,33.8,317
2019-05-14,27.3,32.7,21.5,28.7,34.4,23.2,18.7,38.5,49
2019-05-15,27.6,34.8,21.0,29.0,37.3,22.0,21.4,39.6,53
2019-05-16,27.1,33.9,20.2,29.1,37.2,21.3,15.5,29.2,338
2019-05-17,25.2,30.6,21.9,27.1,32.0,24.1,17.6,34.6,285
2019-05-18,26.3,32.8,20.8,28.2,35.1,22.7,13.5,29.2,299
2019-05-19,28.7,35.3,20.9,29.9,37.1,21.8,12.9,25.6,315
2019-05-20,29.0,36.8,21.3,29.2,36.6,21.7,23.1,44.3,309
2019-05-21,30.1,37.8,21.8,30.5,38.2,21.8,12.2,27.4,323
2019-05-22,30.8,38.3,23.1,31.3,40.0,23.4,18.5,36.7,301
2019-05-23,29.8,36.8,23.7,31.2,39.3,24.6,11.2,28.1,345
2019-05-24,27.6,33.8,23.0,29.4,37.3,23.4,13.5,33.1,338
2019-05-25,27.8,34.3,20.7,28.8,34.7,22.7,15.9,34.9,302
2019-05-26,28.8,36.3,21.0,29.3,37.8,21.7,28.0,51.8,338
2019-05-27,29.7,38.0,21.4,29.5,37.8,21.8,15.0,31.7,310
2019-05-28,30.6,39.0,21.3,29.7,38.0,19.9,12.9,28.8,310
2019-05-29,31.7,40.5,23.0,31.8,41.0,22.6,16.4,41.8,308
2019-05-30,32.8,41.8,24.3,32.3,42.2,22.5,12.3,25.2,322
2019-05-31,33.7,42.7,24.1,33.6,43.4,23.8,12.9,22.3,322
2019-06-01,33.9,41.8,24.9,33.9,45.4,23.6,15.9,45.4,109
2019-06-02,32.9,40.9,25.3,34.3,45.3,25.4,21.3,46.8,129
2019-06-03,32.9,39.8,25.6,34.4,42.5,26.1,22.7,46.8,133
2019-06-04,32.7,40.3,27.8,33.9,43.2,29.8,23.3,52.6,125
2019-06-05,33.8,42.0,25.9,34.9,43.6,27.4,12.5,23.4,52
2019-06-06,33.0,40.0,25.7,32.7,40.1,25.3,15.8,33.5,58
2019-06-07,31.7,39.2,23.9,32.5,41.8,24.3,11.6,25.9,124
2019-06-08,32.8,40.8,23.9,32.6,41.6,25.0,29.7,56.5,352
2019-06-09,33.6,41.4,24.1,33.8,42.8,24.4,11.5,25.2,323
2019-06-10,35.1,42.4,25.8,35.7,43.9,26.9,10.0,22.0,316
2019-06-11,34.8,43.2,25.5,35.0,47.4,25.4,13.2,26.6,139
2019-06-12,34.5,39.0,30.6,34.7,39.7,30.3,24.5,53.3,129
2019-06-13,33.7,40.3,27.8,35.3,43.3,29.5,10.8,24.1,48
2019-06-14,33.0,40.8,25.1,32.5,39.5,24.1,16.4,34.9,307
2019-06-15,33.7,41.0,26.2,33.4,42.1,25.2,17.6,36.0,312
2019-06-16,32.1,37.0,28.0,34.1,40.7,27.8,17.3,38.9,282
2019-06-17,30.8,38.0,25.9,34.0,42.0,28.9,27.6,56.9,272
2019-06-18,28.8,33.6,24.1,31.8,37.3,25.0,21.1,38.2,255
2019-06-19,30.9,37.2,25.0,34.4,41.1,28.7,8.7,20.9,311
2019-06-20,30.6,37.2,25.1,33.7,41.1,28.0,17.2,38.5,21
2019-06-21,30.5,36.7,23.9,33.8,40.3,28.1,16.6,38.9,338
2019-06-22,32.1,38.7,25.0,34.9,41.8,27.3,10.0,22.3,325
2019-06-23,32.9,39.1,28.4,36.2,43.8,29.4,16.9,33.1,111
2019-06-24,30.3,35.2,26.3,34.3,40.3,30.9,15.5,31.0,115
2019-06-25,30.9,36.5,26.1,35.2,40.7,30.2,15.5,32.0,25
2019-06-26,33.0,39.3,26.5,36.2,41.2,31.5,16.4,33.8,316
2019-06-27,32.9,38.6,27.2,35.4,41.1,29.5,17.2,38.9,294
2019-06-28,33.1,39.2,26.1,36.5,42.8,29.5,15.1,33.8,302
2019-06-29,34.0,40.8,27.6,37.2,44.2,30.2,15.3,30.6,294
2019-06-30,33.4,38.8,27.8,37.3,43.6,31.2,15.3,37.1,288
2019-07-01,33.2,38.9,28.0,37.2,44.7,31.9,13.5,32.0,145
2019-07-02,33.6,39.5,27.1,37.5,43.6,30.8,11.0,26.3,302
2019-07-03,33.8,39.0,29.4,38.6,44.9,33.1,12.7,28.4,137
2019-07-04,33.1,38.2,29.2,38.3,44.7,34.8,15.6,29.9,135
2019-07-05,31.7,35.9,26.9,37.4,42.5,33.0,11.4,20.9,111
2019-07-06,31.4,35.3,27.3,37.2,43.0,32.9,14.8,30.2,122
2019-07-07,30.8,35.2,26.8,37.0,43.0,32.5,11.5,23.8,125
2019-07-08,32.0,36.8,28.1,38.0,43.7,33.4,12.7,28.4,122
2019-07-09,30.2,34.5,27.3,36.0,41.4,32.8,17.3,38.2,116
2019-07-10,29.6,33.8,25.7,35.5,40.1,30.9,11.7,29.5,118
2019-07-11,30.3,35.0,27.0,36.9,43.3,33.6,14.1,31.3,99
2019-07-12,29.3,33.0,26.0,35.3,40.0,31.4,13.3,36.0,120
2019-07-13,27.9,32.0,25.0,33.2,37.7,29.5,15.5,41.0,96
2019-07-14,26.7,31.2,24.6,32.0,37.1,29.4,14.7,34.6,129
2019-07-15,27.0,31.5,23.8,32.1,37.9,28.4,11.2,36.0,136
2019-07-16,25.7,29.2,23.9,30.0,33.4,28.2,20.0,40.0,139
2019-07-17,26.3,29.6,23.5,31.1,34.7,27.9,10.8,24.8,120
2019-07-18,27.7,31.6,24.1,33.1,37.6,28.6,11.0,26.6,136
2019-07-19,27.9,30.9,25.5,33.7,38.1,30.8,11.6,28.4,97
2019-07-20,28.4,32.5,25.2,35.1,40.2,31.2,8.7,29.9,115
2019-07-21,28.8,32.0,26.0,35.5,39.6,32.2,11.8,29.5,122
2019-07-22,29.9,33.3,26.5,37.0,41.3,33.0,12.9,27.0,114
2019-07-23,30.6,34.5,26.6,37.9,42.3,33.3,8.1,18.0,204
2019-07-24,31.4,35.2,27.9,38.7,43.3,33.5,14.0,24.1,234
2019-07-25,27.4,30.5,25.5,32.6,35.6,29.6,19.9,38.9,131
2019-07-26,27.7,30.6,25.5,33.2,36.4,30.4,15.5,39.2,139
2019-07-27,26.7,28.5,25.9,32.3,33.9,31.5,13.4,43.9,104
2019-07-28,28.2,32.0,25.0,34.4,39.3,30.4,17.9,44.3,103
2019-07-29,29.3,32.8,26.2,35.8,40.3,32.4,14.2,43.6,96
2019-07-30,29.1,32.8,26.2,35.8,40.1,32.9,9.6,22.3,136
2019-07-31,27.2,28.8,25.4,32.5,34.4,29.2,15.2,31.0,133
2019-08-01,27.8,30.6,25.5,34.0,37.3,31.7,10.0,24.5,116
2019-08-02,26.7,29.1,25.5,33.0,36.2,30.4,11.2,25.6,128
2019-08-03,27.7,31.5,24.6,34.0,38.1,29.6,13.0,28.8,126
2019-08-04,29.1,32.6,25.4,36.6,41.8,31.7,5.7,16.2,113
2019-08-05,29.7,32.8,26.5,37.3,41.3,33.5,8.6,19.1,155
2019-08-06,28.6,32.0,26.3,35.0,39.1,32.9,12.8,28.8,126
2019-08-07,28.9,32.3,25.2,35.6,39.5,31.5,9.5,28.8,99
2019-08-08,29.3,32.5,26.4,35.9,40.0,31.6,8.0,16.9,257
2019-08-09,28.1,31.6,25.9,34.3,38.8,31.5,12.6,52.9,90
2019-08-10,28.7,32.0,25.9,34.4,37.9,30.8,17.4,40.0,104
2019-08-11,29.5,32.7,26.9,36.4,40.8,32.8,9.2,22.3,111
2019-08-12,28.9,32.1,26.7,36.1,40.0,32.6,9.2,25.2,112
2019-08-13,28.6,32.5,25.8,35.2,39.0,31.2,16.2,32.0,331
2019-08-14,28.3,31.6,25.5,34.6,38.8,30.9,13.5,28.4,118
2019-08-15,28.4,31.3,25.7,35.0,38.2,32.0,11.5,25.6,133
2019-08-16,27.8,31.6,26.0,34.3,39.6,32.1,8.7,18.7,98
2019-08-17,26.2,28.2,24.5,31.2,33.6,28.4,18.1,42.5,54
2019-08-18,26.2,29.9,24.0,30.9,35.5,28.4,14.1,29.5,63
2019-08-19,26.7,30.4,24.4,31.8,36.2,29.2,10.5,24.8,63
2019-08-20,27.9,32.2,24.0,33.3,38.9,28.6,10.4,24.8,314
2019-08-21,28.6,33.2,24.0,34.5,40.2,28.7,9.8,20.9,314
2019-08-22,28.7,33.2,24.6,35.2,40.7,30.0,6.0,15.5,121
2019-08-23,28.9,32.8,25.0,35.9,41.1,31.1,6.6,18.4,90
2019-08-24,29.1,33.0,25.6,36.3,42.3,32.1,10.7,27.4,131
2019-08-25,27.9,30.9,25.2,33.5,36.8,29.7,16.8,33.5,116
2019-08-26,28.7,32.2,26.0,34.6,37.9,31.4,8.6,17.6,65
2019-08-27,29.3,32.8,25.5,36.1,40.6,31.7,8.7,24.1,325
2019-08-28,30.1,34.2,26.1,37.4,42.3,32.8,6.5,17.6,327
2019-08-29,29.7,33.5,26.6,36.9,41.0,33.1,11.1,33.5,132
2019-08-30,28.9,32.5,25.2,35.8,40.5,29.8,14.3,25.2,55
2019-08-31,30.0,33.5,26.8,37.3,41.6,33.6,8.9,20.5,12
2019-09-01,28.6,31.9,26.0,35.1,39.1,31.8,12.3,26.3,135
2019-09-02,28.7,32.7,25.7,35.1,39.0,32.0,10.5,20.9,29
2019-09-03,29.8,33.5,26.0,36.7,40.8,31.8,6.8,17.6,324
2019-09-04,29.5,33.6,26.6,36.2,41.9,32.0,14.5,29.2,107
2019-09-05,28.0,32.0,25.5,33.9,39.6,30.5,14.1,29.5,118
2019-09-06,28.9,32.5,26.0,35.5,39.9,31.4,9.7,24.5,101
2019-09-07,29.2,33.2,25.4,35.6,41.0,30.5,12.1,22.0,121
2019-09-08,29.0,33.2,26.0,35.4,40.4,31.6,11.7,23.8,117
2019-09-09,29.3,33.7,24.9,36.0,40.2,30.8,7.1,18.7,7
2019-09-10,29.8,34.0,25.9,36.7,41.8,32.0,7.4,30.2,113
2019-09-11,30.6,35.2,26.8,37.7,44.3,33.4,10.4,24.1,115
2019-09-12,30.3,34.1,27.0,36.8,41.6,33.0,14.2,25.9,125
2019-09-13,29.6,33.7,26.1,35.5,40.8,31.3,13.8,27.7,110
2019-09-14,29.0,32.8,26.4,35.0,39.8,32.6,14.3,32.0,116
2019-09-15,29.1,33.1,25.9,34.9,39.7,31.3,10.2,27.0,105
2019-09-16,28.8,33.0,25.5,34.6,40.3,30.7,8.9,27.0,85
2019-09-17,28.8,33.8,25.4,34.3,40.1,30.0,10.0,20.9,112
2019-09-18,27.9,31.9,24.8,32.4,37.1,27.2,23.1,45.7,113
2019-09-19,27.8,31.8,24.6,31.4,35.8,27.6,16.9,33.1,124
2019-09-20,27.5,32.0,23.8,32.1,37.7,27.9,11.8,25.9,56
2019-09-21,27.5,32.0,23.0,32.2,37.5,27.6,8.4,20.9,46
2019-09-22,27.4,32.8,24.0,31.8,38.2,27.9,10.7,27.7,113
2019-09-23,27.3,32.0,23.1,31.8,36.9,27.7,8.4,16.9,97
2019-09-24,27.8,32.4,23.6,32.3,37.4,27.6,6.3,16.6,98
2019-09-25,28.3,32.2,25.0,33.3,38.3,29.4,10.4,20.9,123
2019-09-26,27.9,31.7,24.5,32.5,37.1,28.4,11.5,27.0,100
2019-09-27,26.4,29.9,24.3,30.9,34.1,28.5,10.1,27.4,89
2019-09-28,26.1,30.6,23.0,30.4,36.5,27.3,14.8,25.6,101
2019-09-29,25.2,29.5,22.7,28.1,32.4,25.2,15.7,43.6,114
2019-09-30,24.1,28.5,22.0,28.0,32.9,25.8,9.7,28.8,99
2019-10-01,24.5,28.5,21.5,28.1,32.8,24.6,10.3,25.2,104
2019-10-02,25.4,30.7,20.5,29.2,35.4,23.9,10.9,23.8,4
2019-10-03,25.4,30.9,21.0,28.8,35.1,24.6,17.3,56.5,350
2019-10-04,23.8,28.7,20.4,26.8,32.2,23.6,12.0,31.0,313
2019-10-05,24.1,30.1,19.5,26.4,32.4,21.4,11.6,25.2,317
2019-10-06,24.1,29.9,19.0,26.3,32.1,20.8,10.5,22.7,308
2019-10-07,25.0,30.6,21.4,26.5,32.2,22.6,12.2,26.6,313
2019-10-08,23.8,29.7,18.3,25.7,32.2,19.8,8.1,19.1,285
2019-10-09,24.0,29.4,18.5,26.4,32.3,20.1,10.3,17.6,75
2019-10-10,24.6,30.6,20.0,27.4,33.7,22.8,8.6,22.0,336
2019-10-11,25.2,31.1,19.4,27.8,33.8,21.9,8.3,25.2,326
2019-10-12,25.4,31.6,20.4,27.8,34.1,22.8,10.9,23.8,347
2019-10-13,25.5,31.3,20.8,28.1,33.2,23.5,9.2,23.0,330
2019-10-14,25.6,32.2,20.1,28.6,35.1,22.8,8.5,24.8,45
